Departamento,Indicador,Año,Dato Numérico
Caquetá,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2016.0,2.3
Caquetá,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2017.0,4.01
Caquetá,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2018.0,2.74
Caquetá,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2019.0,3.07
Caquetá,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2020.0,4.37
Caquetá,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2021.0,8.04
Caquetá,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2022.0,6.15
Caquetá,Tasa de tránsito inmediato a la educación superior,2014.0,26.23
Caquetá,Tasa de tránsito inmediato a la educación superior,2015.0,28.21
Caquetá,Tasa de tránsito inmediato a la educación superior,2016.0,29.56
Caquetá,Tasa de tránsito inmediato a la educación superior,2017.0,31.47
Caquetá,Tasa de tránsito inmediato a la educación superior,2018.0,27.83
Caquetá,Tasa de tránsito inmediato a la educación superior,2019.0,36.87
Caquetá,Tasa de tránsito inmediato a la educación superior,2020.0,24.88
Caquetá,Tasa de tránsito inmediato a la educación superior,2021.0,27.91
Caquetá,Tasa de tránsito inmediato a la educación superior,2022.0,29.37
Caquetá,Tasa de tránsito inmediato a la educación superior,2023.0,35.88
Casanare,Cobertura bruta en educación - Total,2005.0,93.52
Casanare,Cobertura bruta en educación - Total,2006.0,94.83
Casanare,Cobertura bruta en educación - Total,2007.0,96.41
Casanare,Cobertura bruta en educación - Total,2008.0,97.12
Casanare,Cobertura bruta en educación - Total,2009.0,102.18
Casanare,Cobertura bruta en educación - Total,2010.0,110.45
Casanare,Cobertura bruta en educación - Total,2011.0,110.06
Casanare,Cobertura bruta en educación - Total,2012.0,108.15
Casanare,Cobertura bruta en educación - Total,2013.0,105.84
Casanare,Cobertura bruta en educación - Total,2014.0,104.86
Casanare,Cobertura bruta en educación - Total,2015.0,101.87
Casanare,Cobertura bruta en educación - Total,2016.0,100.0
Casanare,Cobertura bruta en educación - Total,2017.0,102.12
Casanare,Cobertura bruta en educación - Total,2018.0,92.86
Casanare,Cobertura bruta en educación - Total,2019.0,92.88
Casanare,Cobertura bruta en educación - Total,2020.0,93.34
Casanare,Cobertura bruta en educación - Total,2021.0,97.44
Casanare,Cobertura bruta en educación - Total,2022.0,91.57
Casanare,Cobertura bruta en educación básica,2005.0,103.68
Casanare,Cobertura bruta en educación básica,2006.0,104.49
Casanare,Cobertura bruta en educación básica,2007.0,106.04
Casanare,Cobertura bruta en educación básica,2008.0,106.31
Casanare,Cobertura bruta en educación básica,2009.0,110.79
Casanare,Cobertura bruta en educación básica,2010.0,116.52
Casanare,Cobertura bruta en educación básica,2011.0,117.17
Casanare,Cobertura bruta en educación básica,2012.0,114.48
Casanare,Cobertura bruta en educación básica,2013.0,111.93
Casanare,Cobertura bruta en educación básica,2014.0,110.42
Casanare,Cobertura bruta en educación básica,2015.0,107.14
Casanare,Cobertura bruta en educación básica,2016.0,104.79
Casanare,Cobertura bruta en educación básica,2017.0,107.22
Casanare,Cobertura bruta en educación básica,2018.0,97.65
Casanare,Cobertura bruta en educación básica,2019.0,97.41
Casanare,Cobertura bruta en educación básica,2020.0,97.29
Casanare,Cobertura bruta en educación básica,2021.0,101.58
Casanare,Cobertura bruta en educación básica,2022.0,94.95
Casanare,Cobertura bruta en educación media,2005.0,42.24
Casanare,Cobertura bruta en educación media,2006.0,47.12
Casanare,Cobertura bruta en educación media,2007.0,49.51
Casanare,Cobertura bruta en educación media,2008.0,53.12
Casanare,Cobertura bruta en educación media,2009.0,61.16
Casanare,Cobertura bruta en educación media,2010.0,80.25
Casanare,Cobertura bruta en educación media,2011.0,75.32
Casanare,Cobertura bruta en educación media,2012.0,76.96
Casanare,Cobertura bruta en educación media,2013.0,75.17
Casanare,Cobertura bruta en educación media,2014.0,76.21
Casanare,Cobertura bruta en educación media,2015.0,74.45
Casanare,Cobertura bruta en educación media,2016.0,74.91
Casanare,Cobertura bruta en educación media,2017.0,75.35
Casanare,Cobertura bruta en educación media,2018.0,68.99
Casanare,Cobertura bruta en educación media,2019.0,70.02
Casanare,Cobertura bruta en educación media,2020.0,73.19
Casanare,Cobertura bruta en educación media,2021.0,76.53
Casanare,Cobertura bruta en educación media,2022.0,74.16
Casanare,Cobertura bruta en educación primaria,2005.0,125.23
Casanare,Cobertura bruta en educación primaria,2006.0,125.15
Casanare,Cobertura bruta en educación primaria,2007.0,124.03
Casanare,Cobertura bruta en educación primaria,2008.0,120.74
Casanare,Cobertura bruta en educación primaria,2009.0,121.07
Casanare,Cobertura bruta en educación primaria,2010.0,123.11
Casanare,Cobertura bruta en educación primaria,2011.0,119.77
Casanare,Cobertura bruta en educación primaria,2012.0,117.85
Casanare,Cobertura bruta en educación primaria,2013.0,117.8
Casanare,Cobertura bruta en educación primaria,2014.0,119.1
Casanare,Cobertura bruta en educación primaria,2015.0,113.15
Casanare,Cobertura bruta en educación primaria,2016.0,108.75
Casanare,Cobertura bruta en educación primaria,2017.0,112.84
Casanare,Cobertura bruta en educación primaria,2018.0,99.05
Casanare,Cobertura bruta en educación primaria,2019.0,97.13
Casanare,Cobertura bruta en educación primaria,2020.0,96.75
Casanare,Cobertura bruta en educación primaria,2021.0,107.35
Casanare,Cobertura bruta en educación primaria,2022.0,96.19
Casanare,Cobertura bruta en educación secundaria,2005.0,80.98
Casanare,Cobertura bruta en educación secundaria,2006.0,83.31
Casanare,Cobertura bruta en educación secundaria,2007.0,89.34
Casanare,Cobertura bruta en educación secundaria,2008.0,92.08
Casanare,Cobertura bruta en educación secundaria,2009.0,104.38
Casanare,Cobertura bruta en educación secundaria,2010.0,114.56
Casanare,Cobertura bruta en educación secundaria,2011.0,121.08
Casanare,Cobertura bruta en educación secundaria,2012.0,113.43
Casanare,Cobertura bruta en educación secundaria,2013.0,108.47
Casanare,Cobertura bruta en educación secundaria,2014.0,105.15
Casanare,Cobertura bruta en educación secundaria,2015.0,104.62
Casanare,Cobertura bruta en educación secundaria,2016.0,105.28
Casanare,Cobertura bruta en educación secundaria,2017.0,105.03
Casanare,Cobertura bruta en educación secundaria,2018.0,99.11
Casanare,Cobertura bruta en educación secundaria,2019.0,101.24
Casanare,Cobertura bruta en educación secundaria,2020.0,100.77
Casanare,Cobertura bruta en educación secundaria,2021.0,100.74
Casanare,Cobertura bruta en educación secundaria,2022.0,96.6
Casanare,Cobertura bruta en transición,2005.0,79.36
Casanare,Cobertura bruta en transición,2006.0,80.6
Casanare,Cobertura bruta en transición,2007.0,79.37
Casanare,Cobertura bruta en transición,2008.0,89.32
Casanare,Cobertura bruta en transición,2009.0,83.84
Casanare,Cobertura bruta en transición,2010.0,91.23
Casanare,Cobertura bruta en transición,2011.0,87.88
Casanare,Cobertura bruta en transición,2012.0,100.86
Casanare,Cobertura bruta en transición,2013.0,95.62
Casanare,Cobertura bruta en transición,2014.0,87.16
Casanare,Cobertura bruta en transición,2015.0,86.78
Casanare,Cobertura bruta en transición,2016.0,83.16
Casanare,Cobertura bruta en transición,2017.0,87.99
Casanare,Cobertura bruta en transición,2018.0,85.06
Casanare,Cobertura bruta en transición,2019.0,83.95
Casanare,Cobertura bruta en transición,2020.0,86.66
Casanare,Cobertura bruta en transición,2021.0,78.18
Casanare,Cobertura bruta en transición,2022.0,83.01
Casanare,Cobertura en educación superior,2005.0,8.19
Casanare,Cobertura en educación superior,2006.0,9.54
Casanare,Cobertura en educación superior,2007.0,18.33
Casanare,Cobertura en educación superior,2008.0,26.28
Casanare,Cobertura en educación superior,2009.0,25.67
Casanare,Cobertura en educación superior,2010.0,23.85
Casanare,Cobertura en educación superior,2011.0,26.59
Casanare,Cobertura en educación superior,2012.0,28.46
Casanare,Cobertura en educación superior,2013.0,24.65
Casanare,Cobertura en educación superior,2014.0,26.09
Casanare,Cobertura en educación superior,2015.0,26.52
Casanare,Cobertura en educación superior,2016.0,28.03
Casanare,Cobertura en educación superior,2017.0,26.99
Casanare,Cobertura en educación superior,2018.0,23.66
Casanare,Cobertura en educación superior,2019.0,26.66
Casanare,Cobertura en educación superior,2020.0,35.83
Casanare,Cobertura en educación superior,2021.0,24.6
Casanare,Cobertura en educación superior,2022.0,25.8
Casanare,Cobertura neta en educación - Total,2005.0,84.76
Casanare,Cobertura neta en educación - Total,2006.0,85.38
Casanare,Cobertura neta en educación - Total,2007.0,88.33
Casanare,Cobertura neta en educación - Total,2008.0,88.97
Casanare,Cobertura neta en educación - Total,2009.0,93.12
Casanare,Cobertura neta en educación - Total,2010.0,93.72
Casanare,Cobertura neta en educación - Total,2011.0,97.24
Casanare,Cobertura neta en educación - Total,2012.0,96.44
Casanare,Cobertura neta en educación - Total,2013.0,94.29
Casanare,Cobertura neta en educación - Total,2014.0,92.63
Casanare,Cobertura neta en educación - Total,2015.0,92.06
Casanare,Cobertura neta en educación - Total,2016.0,90.34
Casanare,Cobertura neta en educación - Total,2017.0,88.51
Casanare,Cobertura neta en educación - Total,2018.0,83.68
Casanare,Cobertura neta en educación - Total,2019.0,83.58
Casanare,Cobertura neta en educación - Total,2020.0,84.47
Casanare,Cobertura neta en educación - Total,2021.0,85.1
Casanare,Cobertura neta en educación - Total,2022.0,84.02
Casanare,Cobertura neta en educación básica,2005.0,89.38
Casanare,Cobertura neta en educación básica,2006.0,90.31
Casanare,Cobertura neta en educación básica,2007.0,93.85
Casanare,Cobertura neta en educación básica,2008.0,93.89
Casanare,Cobertura neta en educación básica,2009.0,96.94
Casanare,Cobertura neta en educación básica,2010.0,96.13
Casanare,Cobertura neta en educación básica,2011.0,98.99
Casanare,Cobertura neta en educación básica,2012.0,98.49
Casanare,Cobertura neta en educación básica,2013.0,96.12
Casanare,Cobertura neta en educación básica,2014.0,94.31
Casanare,Cobertura neta en educación básica,2015.0,93.06
Casanare,Cobertura neta en educación básica,2016.0,90.8
Casanare,Cobertura neta en educación básica,2017.0,89.21
Casanare,Cobertura neta en educación básica,2018.0,85.03
Casanare,Cobertura neta en educación básica,2019.0,85.11
Casanare,Cobertura neta en educación básica,2020.0,85.81
Casanare,Cobertura neta en educación básica,2021.0,85.9
Casanare,Cobertura neta en educación básica,2022.0,84.56
Casanare,Cobertura neta en educación básica  - Hombres,2014.0,103.47
Casanare,Cobertura neta en educación básica  - Hombres,2015.0,102.02
Casanare,Cobertura neta en educación básica  - Hombres,2016.0,99.62
Casanare,Cobertura neta en educación básica  - Hombres,2018.0,93.42
Casanare,Cobertura neta en educación básica  - Hombres,2019.0,94.11
Casanare,Cobertura neta en educación básica  - Hombres,2020.0,95.17
Casanare,Cobertura neta en educación básica  - Hombres,2021.0,95.22
Casanare,Cobertura neta en educación básica  - Hombres,2022.0,93.36
Casanare,Cobertura neta en educación básica  - Mujeres,2014.0,105.59
Casanare,Cobertura neta en educación básica  - Mujeres,2015.0,104.17
Casanare,Cobertura neta en educación básica  - Mujeres,2016.0,101.4
Casanare,Cobertura neta en educación básica  - Mujeres,2018.0,95.24
Casanare,Cobertura neta en educación básica  - Mujeres,2019.0,95.31
Casanare,Cobertura neta en educación básica  - Mujeres,2020.0,95.84
Casanare,Cobertura neta en educación básica  - Mujeres,2021.0,95.71
Casanare,Cobertura neta en educación básica  - Mujeres,2022.0,94.22
Casanare,Cobertura neta en educación media,2005.0,18.48
Casanare,Cobertura neta en educación media,2006.0,20.86
Casanare,Cobertura neta en educación media,2007.0,23.75
Casanare,Cobertura neta en educación media,2008.0,25.94
Casanare,Cobertura neta en educación media,2009.0,28.63
Casanare,Cobertura neta en educación media,2010.0,34.42
Casanare,Cobertura neta en educación media,2011.0,38.29
Casanare,Cobertura neta en educación media,2012.0,38.47
Casanare,Cobertura neta en educación media,2013.0,37.88
Casanare,Cobertura neta en educación media,2014.0,39.24
Casanare,Cobertura neta en educación media,2015.0,39.4
Casanare,Cobertura neta en educación media,2016.0,40.58
Casanare,Cobertura neta en educación media,2017.0,40.9
Casanare,Cobertura neta en educación media,2018.0,37.21
Casanare,Cobertura neta en educación media,2019.0,37.39
Casanare,Cobertura neta en educación media,2020.0,39.73
Casanare,Cobertura neta en educación media,2021.0,43.67
Casanare,Cobertura neta en educación media,2022.0,44.16
Casanare,Cobertura neta en educación media,2023.0,44.72
Casanare,Cobertura neta en educación primaria,2005.0,93.98
Casanare,Cobertura neta en educación primaria,2006.0,95.64
Casanare,Cobertura neta en educación primaria,2007.0,97.6
Casanare,Cobertura neta en educación primaria,2008.0,93.2
Casanare,Cobertura neta en educación primaria,2009.0,95.79
Casanare,Cobertura neta en educación primaria,2010.0,95.12
Casanare,Cobertura neta en educación primaria,2011.0,95.12
Casanare,Cobertura neta en educación primaria,2012.0,94.65
Casanare,Cobertura neta en educación primaria,2013.0,92.46
Casanare,Cobertura neta en educación primaria,2014.0,91.29
Casanare,Cobertura neta en educación primaria,2015.0,92.16
Casanare,Cobertura neta en educación primaria,2016.0,89.25
Casanare,Cobertura neta en educación primaria,2017.0,86.44
Casanare,Cobertura neta en educación primaria,2018.0,81.74
Casanare,Cobertura neta en educación primaria,2019.0,81.81
Casanare,Cobertura neta en educación primaria,2020.0,82.81
Casanare,Cobertura neta en educación primaria,2021.0,84.09
Casanare,Cobertura neta en educación primaria,2022.0,82.96
Casanare,Cobertura neta en educación primaria,2023.0,81.09
Casanare,Cobertura neta en educación secundaria,2005.0,51.11
Casanare,Cobertura neta en educación secundaria,2006.0,54.32
Casanare,Cobertura neta en educación secundaria,2007.0,62.72
Casanare,Cobertura neta en educación secundaria,2008.0,64.41
Casanare,Cobertura neta en educación secundaria,2009.0,71.79
Casanare,Cobertura neta en educación secundaria,2010.0,72.78
Casanare,Cobertura neta en educación secundaria,2011.0,78.16
Casanare,Cobertura neta en educación secundaria,2012.0,77.68
Casanare,Cobertura neta en educación secundaria,2013.0,76.38
Casanare,Cobertura neta en educación secundaria,2014.0,75.03
Casanare,Cobertura neta en educación secundaria,2015.0,73.76
Casanare,Cobertura neta en educación secundaria,2016.0,73.54
Casanare,Cobertura neta en educación secundaria,2017.0,74.64
Casanare,Cobertura neta en educación secundaria,2018.0,69.89
Casanare,Cobertura neta en educación secundaria,2019.0,72.46
Casanare,Cobertura neta en educación secundaria,2020.0,74.1
Casanare,Cobertura neta en educación secundaria,2021.0,73.56
Casanare,Cobertura neta en educación secundaria,2022.0,71.39
Casanare,Cobertura neta en educación secundaria,2023.0,70.01
Casanare,Cobertura neta en educación total - Hombres,2014.0,101.91
Casanare,Cobertura neta en educación total - Hombres,2015.0,101.31
Casanare,Cobertura neta en educación total - Hombres,2016.0,99.26
Casanare,Cobertura neta en educación total - Hombres,2018.0,91.87
Casanare,Cobertura neta en educación total - Hombres,2019.0,92.5
Casanare,Cobertura neta en educación total - Hombres,2020.0,93.54
Casanare,Cobertura neta en educación total - Hombres,2021.0,93.69
Casanare,Cobertura neta en educación total - Hombres,2022.0,92.6
Casanare,Cobertura neta en educación total - Mujeres,2014.0,104.63
Casanare,Cobertura neta en educación total - Mujeres,2015.0,103.52
Casanare,Cobertura neta en educación total - Mujeres,2016.0,101.14
Casanare,Cobertura neta en educación total - Mujeres,2018.0,94.28
Casanare,Cobertura neta en educación total - Mujeres,2019.0,94.4
Casanare,Cobertura neta en educación total - Mujeres,2020.0,95.2
Casanare,Cobertura neta en educación total - Mujeres,2021.0,95.61
Casanare,Cobertura neta en educación total - Mujeres,2022.0,94.18
Casanare,Cobertura neta en transición,2005.0,47.12
Casanare,Cobertura neta en transición,2006.0,55.75
Casanare,Cobertura neta en transición,2007.0,56.61
Casanare,Cobertura neta en transición,2008.0,63.14
Casanare,Cobertura neta en transición,2009.0,55.95
Casanare,Cobertura neta en transición,2010.0,60.78
Casanare,Cobertura neta en transición,2011.0,65.74
Casanare,Cobertura neta en transición,2012.0,68.73
Casanare,Cobertura neta en transición,2013.0,64.34
Casanare,Cobertura neta en transición,2014.0,60.57
Casanare,Cobertura neta en transición,2015.0,59.97
Casanare,Cobertura neta en transición,2016.0,57.77
Casanare,Cobertura neta en transición,2017.0,60.31
Casanare,Cobertura neta en transición,2018.0,62.88
Casanare,Cobertura neta en transición,2019.0,61.92
Casanare,Cobertura neta en transición,2020.0,63.94
Casanare,Cobertura neta en transición,2021.0,58.91
Casanare,Cobertura neta en transición,2022.0,63.53
Casanare,"Número de niños, niñas y mujeres gestantes con educación inicial en el marco de la atención integral a la primera infancia",2018.0,1070.2
Casanare,"Número de niños, niñas y mujeres gestantes con educación inicial en el marco de la atención integral a la primera infancia",2019.0,1196.7
Casanare,"Número de niños, niñas y mujeres gestantes con educación inicial en el marco de la atención integral a la primera infancia",2020.0,1354.6
Casanare,"Número de niños, niñas y mujeres gestantes con educación inicial en el marco de la atención integral a la primera infancia",2021.0,1625.2
Casanare,"Número de niños, niñas y mujeres gestantes con educación inicial en el marco de la atención integral a la primera infancia",2022.0,1368.62
Casanare,Porcentaje de asistencia de 5 a 24 años (Censo),2018.0,67.03
Casanare,Porcentaje de asistencia de 5 a 24 años Rural (Censo),2018.0,62.48
Casanare,Porcentaje de asistencia de 5 a 24 años Urbana (Censo),2018.0,71.02
Casanare,Porcentaje de niños y niñas cuyas familias participan en procesos de formación en servicios de educacion incial en el marco de la atención integral,2015.0,8.82
Casanare,Porcentaje de niños y niñas cuyas familias participan en procesos de formación en servicios de educacion incial en el marco de la atención integral,2016.0,96.91
Casanare,Porcentaje de niños y niñas cuyas familias participan en procesos de formación en servicios de educacion incial en el marco de la atención integral,2017.0,92.44
Casanare,Porcentaje de niños y niñas cuyas familias participan en procesos de formación en servicios de educacion incial en el marco de la atención integral,2018.0,87.88
Casanare,Porcentaje de niños y niñas cuyas familias participan en procesos de formación en servicios de educacion incial en el marco de la atención integral,2019.0,98.37
Casanare,Porcentaje de niños y niñas cuyas familias participan en procesos de formación en servicios de educacion incial en el marco de la atención integral,2020.0,99.91
Casanare,Porcentaje de niños y niñas cuyas familias participan en procesos de formación en servicios de educacion incial en el marco de la atención integral,2021.0,94.58
Casanare,Porcentaje de niños y niñas cuyas familias participan en procesos de formación en servicios de educacion incial en el marco de la atención integral,2022.0,99.04
Casanare,Porcentaje de niños y niñas de preescolar que reciben requerimiento nutricional a través del PAE,2019.0,72.91
Casanare,Porcentaje de niños y niñas de preescolar que reciben requerimiento nutricional a través del PAE,2020.0,40.32
Casanare,Porcentaje de niños y niñas de preescolar que reciben requerimiento nutricional a través del PAE,2021.0,55.01
Casanare,Porcentaje de niños y niñas de preescolar que reciben requerimiento nutricional a través del PAE,2022.0,71.32
Casanare,Porcentaje de niños y niñas en primera infancia atendidos en educación inicial en el marco de la atención integral con esquema de vacunación completo para la edad,2015.0,92.14
Casanare,Porcentaje de niños y niñas en primera infancia atendidos en educación inicial en el marco de la atención integral con esquema de vacunación completo para la edad,2016.0,95.03
Casanare,Porcentaje de niños y niñas en primera infancia atendidos en educación inicial en el marco de la atención integral con esquema de vacunación completo para la edad,2017.0,49.06
Casanare,Porcentaje de niños y niñas en primera infancia atendidos en educación inicial en el marco de la atención integral con esquema de vacunación completo para la edad,2018.0,75.52
Casanare,Porcentaje de niños y niñas en primera infancia atendidos en educación inicial en el marco de la atención integral con esquema de vacunación completo para la edad,2019.0,88.62
Casanare,Porcentaje de niños y niñas en primera infancia atendidos en educación inicial en el marco de la atención integral con esquema de vacunación completo para la edad,2020.0,91.37
Casanare,Porcentaje de niños y niñas en primera infancia atendidos en educación inicial en el marco de la atención integral con esquema de vacunación completo para la edad,2021.0,88.24
Casanare,Porcentaje de niños y niñas en primera infancia atendidos en educación inicial en el marco de la atención integral con esquema de vacunación completo para la edad,2022.0,81.7
Casanare,Porcentaje de niños y niñas en servicios de educación inicial en el marco de la atención integral que cuentan con seis o más atenciones,2018.0,46.65
Casanare,Porcentaje de niños y niñas en servicios de educación inicial en el marco de la atención integral que cuentan con seis o más atenciones,2019.0,47.7
Casanare,Porcentaje de niños y niñas en servicios de educación inicial en el marco de la atención integral que cuentan con seis o más atenciones,2020.0,40.53
Casanare,Porcentaje de niños y niñas en servicios de educación inicial en el marco de la atención integral que cuentan con seis o más atenciones,2021.0,45.94
Casanare,Porcentaje de niños y niñas en servicios de educación inicial en el marco de la atención integral que cuentan con seis o más atenciones,2022.0,91.88
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2010.0,48.33
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2011.0,43.93
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2012.0,44.8
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2013.0,45.32
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2014.0,47.58
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2015.0,48.07
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2016.0,49.42
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2017.0,51.07
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2018.0,50.86
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2019.0,50.6
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2020.0,50.7
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2021.0,50.44
Casanare,Puntaje promedio Pruebas Saber 11 - Lectura crítica,2022.0,51.6
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2010.0,49.39
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2011.0,45.4
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2012.0,44.64
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2013.0,43.04
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2014.0,48.9
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2015.0,49.48
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2016.0,48.78
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2017.0,49.45
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2018.0,50.48
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2019.0,50.97
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2020.0,50.79
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2021.0,49.44
Casanare,Puntaje promedio Pruebas Saber 11 - Matemáticas,2022.0,51.45
Casanare,Tasa de Analfabetismo (Censo),2018.0,6.66
Casanare,Tasa de Analfabetismo Rural (Censo),2018.0,8.73
Casanare,Tasa de Analfabetismo Urbana (Censo),2018.0,4.89
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2003.0,8.25
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2004.0,9.2
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2005.0,8.73
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2006.0,6.8
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2007.0,11.0
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2008.0,5.05
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2009.0,10.09
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2010.0,3.93
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2011.0,4.45
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2012.0,7.7
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2013.0,3.69
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2014.0,2.26
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2015.0,3.64
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2016.0,3.7
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2017.0,2.69
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2018.0,2.64
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2019.0,3.21
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2020.0,2.06
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2021.0,4.76
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2022.0,3.99
Casanare,Tasa de deserción intra-anual del sector oficial en educación básica y media (Desde transición hasta once),2023.0,3.85
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2003.0,4.17
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2004.0,2.97
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2005.0,4.03
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2006.0,3.94
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2007.0,3.83
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2008.0,3.22
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2009.0,0.86
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2010.0,1.25
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2011.0,1.41
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2012.0,1.87
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2013.0,1.88
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2014.0,1.99
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2015.0,3.13
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2016.0,3.01
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2017.0,2.36
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2018.0,2.66
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2019.0,2.12
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2020.0,4.74
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2021.0,5.68
Casanare,Tasa de repitencia del sector oficial en educación básica y media (Desde transición hasta once),2022.0,6.35
Casanare,Tasa de tránsito inmediato a la educación superior,2014.0,29.99
Casanare,Tasa de tránsito inmediato a la educación superior,2015.0,31.53
Casanare,Tasa de tránsito inmediato a la educación superior,2016.0,34.94
Casanare,Tasa de tránsito inmediato a la educación superior,2017.0,33.88
Casanare,Tasa de tránsito inmediato a la educación superior,2018.0,31.34
Casanare,Tasa de tránsito inmediato a la educación superior,2019.0,33.29
Casanare,Tasa de tránsito inmediato a la educación superior,2020.0,32.71
Casanare,Tasa de tránsito inmediato a la educación superior,2021.0,34.03
Casanare,Tasa de tránsito inmediato a la educación superior,2022.0,33.26
Casanare,Tasa de tránsito inmediato a la educación superior,2023.0,36.71
Cauca,Años de educación personas de 15 y más años,2014.0,7.05
Cauca,Años de educación personas de 15 y más años,2015.0,7.08
Cauca,Años de educación personas de 15 y más años,2016.0,7.33
Cauca,Años de educación personas de 15 y más años,2017.0,7.5
Cauca,Años de educación personas de 15 y más años,2018.0,7.54
Cauca,Años de educación personas de 15 y más años,2019.0,7.7
Cauca,Cobertura bruta en educación - Total,2005.0,88.77
